Bio,labels
Serial entrepreneur and VentureBox founder. I love to help new entrepreneurs get in the game. Success is building things that my grandkids will will use.,-1
"Serial entrepreneur, current founder of AtlasGuides & http://AllFinancialAdvisors.com, Love my family, our yellow lab, mountaineering, mt biking",-1
"serial entrepreneur, de facto book promoter, creative loose cannon",-1
"Serial entrepreneur, marketing and sales consultant, USC and Pepperdine alumnus, cyclist and proud father",-1
"Serial Entrepreneur. Creator of neat things. Constantly growing, accepting and conquering all of life's challenges.",-1
"Seriously great residential and commercial painting company located in Bend, Oregon.  Divisions in deck building, siding, and deck staining and maintenance.",-1
"Servant of Christ. Husband. Father. Head Football Coach             Woodland High School              Fairfax, Ok #ALLIN #CougarPride",-1
serving central Oregon's horse community since 2009. Connecting horseback riders with central Oregon’s horse-related businesses.,-1
Serving Fish Gone Wild Wed-Sat 10:30am-sun set,-1
Serving up powder alerts via text for your shredding needs.,-1
Serving up powder alerts via text for your shredding needs.,-1
Serving Webster Groves since 1965 314-962-3666,-1
Set your music on fire.Riding our Kickstarter success to #CES2017 and beyond! #musiconfire,3
Seth | Nike Marketing | #thehobby,-1
"Sex, drugs, and survivor pools.",6
Sexy,-1
Sexy MILF with an open relationship and big ass. Kaitlyn's Sexy Wish List Link: http://www.amazon.com/registry/wishlist/2YU159TOJG033 or KaitlynKurves@gmail.com,-1
Shaman/Vibrational Healer/ Medical Intuitive/ Energy Runner/ Health Consultant/ Ancient Hawaiian Lomi College Instructor/ LMT. Check out my website!,1
"Sharing authentic Bend, Oregon goodness.  Everyday.",11
"Sharing Blue and Gold Hope, Glory, Tradition, and News.  Inspiring you to Play Like a Champion Today. Go Irish!",-1
"Sharing great content and a small dose of humor.  Content is vital to everything, Always on the run! #socialmedia #sarcastichumor #inspiration",-1
"sharing pretty etsy shops, diys, freebies, quotes, and interesting articles on art and design",5
she,-1
"She & I livin' the dream, #NRA_EndowmentMbr, #MAGA, #Constitution, #SaltLife. Born when history as it happened was taught, 2+2=4, gender was XX & XY. .458 SOCOM",-1
"she looks nice, like a rappers accountant",-1
she/ her,-1
she/her,-1
she/her,-1
she/her,-1
she/her,-1
she/her,-1
she/her,-1
she/her,-1
"She/HerUU, singer, cat-momBLM",-1
she/her ʕ•ᴥ•ʔ,-1
She/Her | Organic Marketing W̸̤̬͌̎̅ͅḁ̷͌̀ŕ̸̇ͅl̸̩͊̽ȯ̴͎ć̵̖͝k̸̠͔̒͜ of the Great Old One | #GoBeavs | Opinions & posts are mine | Pic by Odom Sok | PDQ (not 🍗),-1
"She/Her Emmy-award winning reporter • Coming soon to @CODaily • shootin' for the moon • formerly @katunews, @kdrv, @komunews & @mujschool • tweets are my own.",-1
she/her who is proper tired,-1
she/her 🖤,-1
"she/her, copywriter, book editor, YouTuber, & professional funny woman. Host of Funny Girl, the podcast.",-1
"She/her, elder millennial, Hufflepuff, INFP. Art, animals, weird history, #MFM, #SPNfamily, #GISH. I live with #Desmoids & vestibular migraines. LBK amputee.",-1
She/her. “A Homegrown Fairytale” @Bone_Bouquet 2020; co-publisher @Noemi_Press; Poetry Series co-editor @HaymarketBooks ; Review Manager @LambdaLiterary,-1
she/her. in my spare time i like to pet dogs,-1
"she/her/herssabrina, ruthy, satou, minyon and co would've won the 2020 natty - this is the hill I will die on",-1
She/Her/Moooooooom!!🖤🖤🖤🖤🖤🖤🖤Tsimshian🖤🖤🖤🖤🖤🖤🖤🖤#1312🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤FTP🖤,-1
"Sher Ray Organic Cosmetics. The secret to tight, silky, smooth skin. Hypoallergenic, natural, and wild field grown ingredients. http://LadybugHemp.com",-1
shhhhhh,13
SHIT! I guess I'm pretty boring!,-1
Shoe ba da doooo Bop!!!,-1
Shoe size 11,-1
Shoes for the sole :),-1
Show up. Be Brave Humans.,-1
"Showcasing the best of Central Oregon. Connecting New Residents to the community, follow for referals & recommendations, contact to become a preferred business",-1
SHRED THE POW,-1
"Shred the West, Damn the Rest",-1
shs '21 /basketball/,-1
SHS 2017⚡️ Snapchat - jordanclaywell8,-1
SHS/LAX/SKI,6
Sicker than your average,-1
Sideways Moving Filmmaker,-1
"Sightless singer/songwriter, crazy keyboardist, rapid reader, and all-around good-guy!",3
"SIKDAY - says what it means, means what it says.  We represent the future of action sports.....young people that can throw down.",-1
Silly,13
silly auntie.,-1
"Since I haven't liked a photo of myself since second grade, I have chosen a picture of my cat!",-1
"singer / songwriter Zander Reese plays a fusion of rock, grunge, and punk with a bit of blues thrown in for good measure. bookings@zanderreese.com",3
"Singer, poet and adventurer. 😊",-1
"singer, songwriter, sleepless dreamer. cali girl 🖤🌴 http://kourtnimusic.online",3
"Singer. Dancer. Actor. Wildland Firefighter. Jedi Knight.You can have everything in the world, but if you don't have love, none of it means crap",-1
Singer/songripper,3
singer/songwriter for The Rum And The Sea and Natty Red,3
"Singer/Songwriter from Bend, ORIndie/Folk/Alternative",3
"Singer/songwriter living in Central Oregon. Favorite things: Tolkien, Red Sox, Grateful Dead, Rush, scrabble, The Simpsons",-1
"Singer/songwriter, RN, writer, teacher, explorer, and mistress of whimsy.",-1
Single 21 Has feelings forHarry stylesI do plan toTell him inPerson but IDon't know ifHe'll feel theSame way too.😎😎😎😭😭😭.,-1
Single and loving it!,-1
single dad of two kids!!,7
"Singleton, traveler, Oregon Duck, MS in Digital Audience Strategy from Arizona State.",-1
skate & create,-1
Skateboarding Snowboard,6
ski & ride & brew,6
ski.party. rinse and repeat.,6
"Skier, Runner, Beer Geek, Dad, FinTech, Montana State Fan, and http://BobcatNation.com creator.",-1
"skier, web developer, soccer mom",-1
Skiier with a bad case of the amateurs...,6
Skiing + windsurfing= happiness,6
"Skiing, Bicycles, Teaching, Motion Graphics and Editing... but not necessarily in that order.",6
skrt skrt and a oop oop,-1
"sled dog racer by winter, tandem cyclist by summer, flaming liberal Christian mother all the time",6
Slingin' Polartec fabric to the Canadians!,-1
Slow,-1
Slow to tweet. Quick on my feet.,9
"SLP working w/all ages in many settings. Business ID @bendspeech.com. Want to connect w/people and SLPeeps, so had to make a personal account too :-).",-1
"Small batch. Hand crafted. Organic ingredients. 100% plant based. Gluten, soy and dairy free. Compostable packaging. Raw Wholefood Nutrition. Pure and Simple.",-1
"Small town Woman from Dallas Ore. 31 years old.Mother of 4, Married to a wonderful Man!owner of K&M PoniesSpecializing in Shetland Ponies.",-1
Smile. Travel. Write it down. Be grateful.,-1
Snack Box Providing prime Vegan Foods,-1
Snap: emily.faith28 👻,-1
snap: kristen.dexter,-1
snap: mayaxxoshayy,-1
snap:// bco.28,-1
snap/ig: landrybloo,-1
snapchat @ kaitlinmanning,-1
snapchat & insta | @alisonaylward,-1
Snapchat: @ibanez_mirian,-1
Snapchat: Cstrick13,-1
Snapchat: jojocrick                                            Instagram: harsher_of_the_mellow                   Truth is the game was rigged from the start,9
Snapchat: kodybrody,-1
snapchat: sierra_black15,-1
Snowbaorder Firefighter Skatebaorder,-1
"snowboarder, mountain biker, and anything outdoors",6
"Snowboarder, mountain biker, outdoor enthusiast. Love the PNW, the mountains, a good storm and beer.",6
Snowboarding Saves Lives! Tweeting by founder @brentonwoo,-1
so cal native | @uoregon alum | @nikeLA marketer,-1
so good.&#x1f942;,-1
So I've got this goin' for me...,13
so we build the walls high and wide.        and we lock the gates,-1
so you think you know me? @waltspark http://instagram.com/Waltparks //,-1
SoCal speed enthusiast. Senior Consultant at Adobe. #digitalmarketing #seo,8
Social media & online marketing company. Reflecting your Business Online.,8
"Social Media Marketer, Bendite, Mother of the cutest child on the face of the Earth, Dog Servant, River Rat, Local Brew Connoisseur.",-1
Social media marketer. I help boost sales for my clients and my partner's clients with social media.  Interested? ----- katie@katiekleinsmm.com,8
social media mgt platform.  optimized for mobile phone and social media,-1
"Social Media tag team for @PTPubNight, @BuildPT, @VantageClinical. Based in Bend, OR & Denver,CO.",9
"Social worker, LCSW.",-1
socialist firearms nerd | guncad dev | 3D printing | cats | esports | jams | bi | he/him,-1
Society..,-1
Software craftsman. Enthusiastic cook. Vicarious smallholder.,-1
Software Engineer @Etsy and all-around nerd. Amateur wildlife & landscape photographer. Married to the lovely @NikkiSnyder6.,-1
Software Engineer at @ThatsNoMoonEnt. Opinions are my own.,-1
Software engineer. Clarinet player. General nerd.,-1
Software Engineer. Climber,-1
Software engineer/mngr. Once a race car person (and maybe again). Mountain frolicker. Buddha is my copilot. Opinions mine.,-1
"Software Executive and Family Man. Biking, Running, Swimming, Golfing!",6
Software industry executive. Founder of the 3D PDF Consortium. MotoGP crazy.,-1
"Sold my house, belongings and left the IT field in the Boston area to travel full time starting in July 2014. Currently residing in Bend, Oregon.",10
"Solver of Problems. Managing Director @CascadeFund. Startup Vet. Mountain Biker. #mtb. Tweets for me, not for you. @universityofga #GoDawgs",8
"Some guy in Bend, Oregon that loves beer, packets, bikes, and the occasional desert excursion.",-1
Some guy living in Oregon.,11
"Some guys that make music in Bend, OR",3
Someone pays me to go on trips and watch movies then write about them.,-1
Someone told me once.... family is the only one you can trust..... Then I found out he was a liar.,-1
"Something, something, somm-thing. More vino! Sommelier, scent dog handler. Founder of Kismet K9 TCA Detection. http://www.kismet-K9.com",-1
"sometimes actress, full time traveler",-1
sometimes going zero is fast enough,-1
Sometimes I ski.,6
Sometimes it takes me all day to get nothing done.,-1
"Sometimes when you are stuck on a problem, I find you and help you.",-1
Sometimes you can't see the forest for the trees.,-1
"Son, brother, husband, dad and a left-handed pitcher trapped in a right-handed #GEARUP4LA Coordinator's body. I bleed Dodger blue!",-1
SOU,-1
soulsborne,-1
"Southern Californian live in Bend OR, I have disability called Apraxia of speech. I am essential worker and UFCW member",-1
Southern raised Western living,11
Southwest Bend Neighborhood Association,-1
Soy guapo lo sé,-1
Space Rental for Trainers and Fitness Professionals,-1
"Speak English and ASL. work private contractor and caregiver. love camping, hiking, 4x4ing. Homeowner.",-1
"Speaker, Trainer, and Coach helping leaders find peace in pursuit of courageous leadership & build toward engagement, not entitlement w/ their teams.",-1
Special Education teacher and student of life. I want to positively influence and empower those around me helping them realize what they are truly capable of.,-1
"Specializing in Electricity, Drinking Water, Wastewater, Stormwater/Streets,& Municipalities, Goldstreet makes communication easy & affordable.",-1
Specializing in solar charging for 12 volt portable and off grid systems.,-1
Specialty Incentives Promotional Products has everything your business or activity needs for logo'd marketing products.,-1
Specs,-1
"Speculative Fiction Writer, Bibliophile, LAPD Cop's Daughter, Former Expatriate Lost Abroad, Cat Nurse, #CSUF English grad, Burst Appendix Survivor. Bend, OR",2
"Speculative Fiction Writer, Game Designer",-1
speech & language services,-1
"Speed is sweet, it's like an avenue to... Shredtopia!",-1
Spending time watching the beautiful game esp @LFC and epic #Crew96 while keeping up with Detroit sports and allowing a 50/50 between my integrity and sanity.,-1
Spicy & delicious Jerk Marinade & Sauce! Subscribe on our website & get 10% off your first order: http://thejerkkings.com #spiceitup,-1
"Splatoon 2 Nozzlenose assassin, in training.",-1
Sponsored by peanut butter and fueled by passion. Backcountry Photography,3
"Spontaneous, passionate, caring, carefree, mom, sister, daughter, friend to all.",-1
spooky spelunking,-1
Sports,-1
Sports,-1
"Sports and Outdoor writer, reporter,@butlereagle staff photographer @sebfoltz and @sebfoltzbutlereagle on Instagram",-1
"Sports editor - Seguin Gazette. Freelance writer, sports writer, photographer published in dozens of papers in Texas, Oklahoma, New Mexico, Oregon & Arizona.",-1
"Sports editor and sports/outdoors writer for The Bulletin, covering outdoor recreation and adventure in Central Oregon.",-1
Sports NBA College Football College Basketball Gaming Games Celebrity Gamers Gaming News,-1
Sports Reporter for @TheBulletin,-1
Sports reporter for The Bend Bulletin and Redmond Spokesman.,-1
Sports Soccer Premier League Cricket Vacationing.  No Cat Fishing,-1
Sports themed clothing and gifts for women and girls!,5
"Spotlight on recipes for alternative cooking/baking including raw, vegan, GF and paleo. Also travel | graphic design | DIY + more!",-1
Spreading LGBT Content From Around The Web.                  SUPPORT EQUALITY.,-1
spreading the love of snowboarding,6
"Sprint/Jumps/Hurdles Coach | UCSB Track & Field                          We are what we repeatedly do. Excellence then, is not an act, but a habit. -Aristotle",-1
"Spunky, Sexy, and Smart. Mother of one amazing little boy! Aspiring actress/model",-1
Squee! Meh.,-1
